,player_name,age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary_cap,africa,asia,australia_oceania,europe,north_america,south_america,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS,experience,salary
90,Ira Newble,31.0,200.66,99.79024,3,61,36,1.3,1.6,0.3,3.4,0.07,0.114,0.099,0.375,0.039,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2950200.0
92,Ronald Dupree,25.0,200.66,94.800728,3,61,36,2.2,1.4,0.4,-12.9,0.09,0.126,0.168,0.494,0.092,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,719373.0
93,Ike Diogu,22.0,203.2,115.66596,1,9,69,7.0,3.3,0.4,-3.7,0.1009999999999999,0.156,0.208,0.596,0.051,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1988160.0
94,Jason Richardson,25.0,198.12,102.0582,1,5,75,23.2,5.8,3.1,0.9,0.04,0.13,0.276,0.5379999999999999,0.149,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8888888.0
95,Jason Terry,28.0,187.96,81.64656,1,10,80,17.1,2.0,3.8,8.7,0.0139999999999999,0.054,0.221,0.575,0.1889999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6666667.0
96,Jason Williams,30.0,185.42,81.64656,1,7,59,12.3,2.4,4.9,6.0,0.004,0.078,0.186,0.561,0.2339999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7562500.0
97,Jeff Foster,29.0,210.82,113.398,1,21,63,5.9,9.1,0.8,2.6,0.166,0.256,0.1119999999999999,0.581,0.05,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5000000.0
100,Walter McCarty,32.0,208.28,111.13004,1,19,36,2.4,1.9,0.6,0.0,0.049,0.175,0.168,0.407,0.1119999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1035000.0
101,Wayne Simien,23.0,205.74,113.398,1,29,43,3.4,2.0,0.2,-3.6,0.106,0.136,0.177,0.541,0.031,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,867720.0
104,Yao Ming,25.0,228.6,140.61352,1,1,57,22.3,10.2,1.5,1.4,0.093,0.248,0.298,0.5920000000000001,0.092,2006,71839551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5594906.0
105,Yaroslav Korolev,19.0,205.74,111.13004,1,12,24,1.1,0.5,0.4,-5.6,0.042,0.08,0.1369999999999999,0.392,0.12,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1704480.0
106,Zach Randolph,24.0,205.74,114.758776,1,19,74,18.0,8.0,1.9,-11.7,0.09,0.195,0.288,0.483,0.111,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10666667.0
107,Zarko Cabarkapa,25.0,210.82,104.32616,1,17,61,3.3,1.8,0.3,-11.5,0.081,0.187,0.222,0.472,0.069,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1404360.0
108,Zaza Pachulia,22.0,210.82,120.20188,2,42,78,11.7,7.9,1.7,-4.0,0.127,0.182,0.195,0.53,0.084,2006,71839551,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4000000.0
109,Zeljko Rebraca,34.0,213.36,120.20188,2,54,29,4.7,2.2,0.3,-14.3,0.039,0.162,0.155,0.5920000000000001,0.039,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3000000.0
111,Zoran Planinic,23.0,200.66,90.7184,1,22,56,3.4,1.3,0.9,-4.5,0.0279999999999999,0.128,0.209,0.45,0.179,2006,71839551,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1127280.0
113,Zydrunas Ilgauskas,31.0,220.98,117.93392,1,20,78,15.6,7.6,1.2,3.8,0.13,0.18,0.248,0.5760000000000001,0.073,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8740000.0
115,John Edwards,24.0,213.36,124.7378,3,61,40,1.8,1.2,0.1,-12.7,0.073,0.128,0.127,0.508,0.0279999999999999,2006,71839551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000.0
116,Johan Petro,20.0,213.36,112.037224,1,25,68,5.2,4.4,0.2,-6.3,0.103,0.178,0.141,0.53,0.018,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,936600.0
117,Joey Graham,24.0,200.66,102.0582,1,16,80,6.7,3.1,0.8,-4.5,0.043,0.144,0.1669999999999999,0.564,0.061,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1388400.0
118,Joel Przybilla,26.0,215.9,115.66596,1,9,56,6.1,7.0,0.8,-10.0,0.125,0.21,0.131,0.561,0.049,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1560000.0
119,Joe Smith,30.0,208.28,102.0582,1,1,44,8.6,5.2,0.7,-0.8,0.107,0.212,0.2019999999999999,0.5329999999999999,0.0579999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6353200.0
120,Joe Johnson,25.0,200.66,104.32616,1,10,82,20.2,4.1,6.5,-5.3,0.034,0.088,0.246,0.537,0.29,2006,71839551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12000000.0
121,Jiri Welsch,26.0,200.66,94.347136,1,16,58,4.3,1.9,1.1,-10.9,0.0279999999999999,0.125,0.157,0.482,0.122,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2177114.0
123,Jerry Stackhouse,31.0,198.12,98.883056,1,3,55,13.0,2.8,2.9,3.3,0.026,0.093,0.248,0.511,0.186,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8367187.0
124,Jerome James,30.0,215.9,127.00576,2,36,44,3.1,2.1,0.3,-19.0,0.11,0.162,0.211,0.494,0.0579999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5000000.0
125,Jermaine O'Neal,27.0,210.82,117.93392,1,17,51,20.1,9.3,2.6,2.3,0.068,0.226,0.291,0.53,0.148,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16440000.0
126,Jermaine Jackson,30.0,195.58,92.532768,3,61,30,1.2,0.9,0.8,-24.2,0.049,0.104,0.106,0.544,0.217,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,583944.0
127,Jeff McInnis,31.0,193.04,81.19296800000001,2,37,28,5.3,1.8,1.9,-16.2,0.027,0.1009999999999999,0.181,0.478,0.212,2006,71839551,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3400000.0
128,John Salmons,26.0,198.12,93.893544,1,26,82,7.5,2.7,2.7,-4.1,0.027,0.099,0.163,0.508,0.172,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1669001.0
129,Robert Whaley,24.0,208.28,117.93392,2,51,23,2.1,1.9,0.7,-12.6,0.087,0.145,0.158,0.411,0.138,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,398762.0
130,LeBron James,21.0,203.2,108.86208,1,1,79,31.4,7.0,6.6,4.2,0.026,0.171,0.336,0.568,0.315,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4621800.0
131,Robert Horry,35.0,208.28,108.86208,1,11,63,5.1,3.8,1.3,11.0,0.071,0.173,0.147,0.499,0.106,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,3000000.0
132,Luke Walton,26.0,203.2,105.233344,2,32,69,5.0,3.6,2.3,3.3,0.077,0.143,0.152,0.477,0.1889999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1250000.0
134,Luke Ridnour,25.0,185.42,75.749864,1,14,79,11.5,3.0,7.0,-5.2,0.021,0.088,0.18,0.506,0.312,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1638000.0
135,Luke Jackson,24.0,200.66,97.52228,1,10,36,2.7,1.1,0.7,-6.0,0.0559999999999999,0.095,0.182,0.482,0.1369999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1955160.0
137,Lorenzen Wright,30.0,210.82,108.86208,1,7,78,5.8,5.1,0.6,3.9,0.103,0.185,0.153,0.496,0.049,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7700000.0
138,Luol Deng,21.0,205.74,99.79024,1,7,78,14.3,6.6,1.9,2.5,0.0559999999999999,0.1669999999999999,0.204,0.517,0.095,2006,71839551,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2443920.0
139,Loren Woods,28.0,218.44,117.93392,2,45,27,2.3,4.1,0.1,-0.5,0.148,0.242,0.114,0.476,0.018,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,780000.0
141,Lindsey Hunter,35.0,187.96,88.45044,1,10,30,2.9,1.3,2.1,4.9,0.034,0.1009999999999999,0.163,0.427,0.283,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1760000.0
142,Linas Kleiza,21.0,203.2,111.13004,1,27,61,3.5,1.9,0.2,-2.2,0.083,0.173,0.1889999999999999,0.51,0.047,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,879360.0
143,Lee Nailon,31.0,205.74,109.315672,2,43,22,4.2,1.9,0.3,1.7,0.1169999999999999,0.1,0.185,0.537,0.048,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,835810.0
144,Leandro Barbosa,23.0,190.5,85.275296,1,28,57,13.1,2.6,2.8,3.5,0.022,0.0819999999999999,0.201,0.589,0.143,2006,71839551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,930600.0
145,Lawrence Roberts,23.0,205.74,108.86208,2,55,33,1.5,1.5,0.2,1.1,0.166,0.148,0.154,0.471,0.048,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,398762.0
147,Larry Hughes,27.0,195.58,83.46092800000001,1,8,36,15.5,4.5,3.6,2.1,0.024,0.126,0.235,0.504,0.174,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10344900.0
148,Luther Head,23.0,190.5,83.91452,1,24,80,8.8,3.3,2.7,-0.8,0.017,0.1159999999999999,0.1669999999999999,0.517,0.1669999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,975600.0
149,Malik Allen,28.0,208.28,115.66596,3,61,54,4.9,2.6,0.4,2.3,0.068,0.151,0.186,0.504,0.047,2006,71839551,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1670000.0
150,Marvin Williams,20.0,205.74,104.32616,1,2,79,8.5,4.8,0.8,-2.0,0.073,0.161,0.166,0.523,0.052,2006,71839551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3883560.0
151,Martynas Andriuskevicius,20.0,218.44,108.86208,2,44,6,0.0,0.7,0.0,37.1,0.125,0.375,0.042,0.0,0.0,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,398762.0
152,Martell Webster,19.0,200.66,95.25432,1,6,61,6.6,2.1,0.6,-14.6,0.0289999999999999,0.12,0.183,0.5329999999999999,0.055,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2586120.0
153,Marquis Daniels,25.0,198.12,90.7184,3,61,62,10.2,3.6,2.8,5.8,0.055,0.094,0.184,0.535,0.162,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5393300.0
154,Marko Jaric,27.0,200.66,98.429464,2,30,75,7.8,3.1,3.9,0.8,0.035,0.096,0.172,0.4679999999999999,0.223,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5000000.0
155,Mark Madsen,30.0,205.74,107.047712,1,29,62,1.2,2.3,0.2,-2.5,0.084,0.162,0.077,0.427,0.025,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2000000.0
159,Marcus Camby,32.0,210.82,104.32616,1,2,56,12.8,11.9,2.1,2.1,0.083,0.314,0.191,0.499,0.099,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9150000.0
162,Manu Ginobili,28.0,198.12,92.98636,2,57,65,15.1,3.5,3.6,12.1,0.0279999999999999,0.122,0.245,0.593,0.215,2006,71839551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7428937.0
163,Malik Rose,31.0,200.66,115.66596,2,44,72,4.4,3.6,0.9,-12.9,0.088,0.204,0.17,0.466,0.099,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,6008750.0
164,Mario Kasun,26.0,215.9,117.93392,2,40,28,2.9,2.1,0.1,-4.3,0.138,0.213,0.1989999999999999,0.506,0.024,2006,71839551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,682050.0
165,Laron Profit,28.0,195.58,92.532768,2,38,25,4.2,1.7,0.6,-2.8,0.033,0.148,0.1989999999999999,0.55,0.104,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,745248.0
166,Lamond Murray,33.0,200.66,106.59412,1,7,57,3.4,2.3,0.2,-4.3,0.0579999999999999,0.22,0.184,0.493,0.042,2006,71839551,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1138500.0
167,Lamar Odom,26.0,208.28,104.32616,1,4,80,14.8,9.2,5.5,3.6,0.067,0.2,0.18,0.5579999999999999,0.22,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11465333.0
168,Kareem Rush,25.0,198.12,97.52228,1,20,47,10.1,2.2,1.1,-7.8,0.017,0.094,0.225,0.471,0.079,2006,71839551,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3000000.0
169,Juwan Howard,33.0,205.74,104.32616,1,5,80,11.8,6.7,1.4,-5.6,0.077,0.1669999999999999,0.201,0.499,0.084,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5900400.0
171,Jumaine Jones,27.0,203.2,98.883056,1,27,76,10.5,4.9,0.8,-6.1,0.054,0.162,0.183,0.506,0.05,2006,71839551,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1875000.0
172,Julius Hodge,22.0,200.66,95.25432,1,20,14,0.9,0.5,0.4,-0.9,0.1669999999999999,0.054,0.3339999999999999,0.3929999999999999,0.3329999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1148760.0
173,Juan Dixon,27.0,190.5,74.389088,1,17,76,12.3,2.3,2.0,-11.0,0.018,0.093,0.249,0.516,0.144,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2500000.0
175,Josh Smith,20.0,205.74,102.0582,1,17,80,11.3,6.6,2.4,-5.1,0.08,0.166,0.19,0.5,0.124,2006,71839551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1365360.0
176,Josh Howard,26.0,200.66,95.25432,1,29,59,15.6,6.3,1.9,8.9,0.079,0.154,0.2269999999999999,0.536,0.1,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,923880.0
177,Josh Davis,25.0,203.2,109.769264,3,61,6,1.0,0.7,0.2,-44.7,0.136,0.059,0.211,0.361,0.125,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,43864.0
178,Josh Childress,23.0,203.2,95.25432,1,6,74,10.0,5.2,1.8,-3.4,0.071,0.138,0.14,0.626,0.095,2006,71839551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2677200.0
179,Jonathan Bender,25.0,213.36,99.336648,1,5,2,5.0,2.0,1.0,-11.8,0.0,0.267,0.148,0.85,0.1669999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7175000.0
181,Josh Powell,23.0,205.74,102.0582,3,61,37,3.0,2.2,0.2,1.5,0.09,0.151,0.1369999999999999,0.546,0.034,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398762.0
182,Keith McLeod,26.0,187.96,86.18248,3,61,66,5.6,1.2,2.3,-6.3,0.011,0.072,0.182,0.4639999999999999,0.2189999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1250000.0
183,Keith Van Horn,30.0,208.28,111.13004,1,2,53,8.9,3.6,0.7,3.8,0.059,0.148,0.214,0.54,0.06,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15694250.0
185,Kyle Korver,25.0,198.12,95.707912,2,51,82,11.5,3.3,2.0,-1.4,0.012,0.1119999999999999,0.161,0.5770000000000001,0.1009999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3630363.0
186,Kwame Brown,24.0,210.82,112.490816,1,1,72,7.4,6.6,1.0,2.9,0.109,0.171,0.138,0.545,0.0559999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7500000.0
187,Kurt Thomas,33.0,205.74,106.59412,1,10,53,8.6,7.8,1.1,9.5,0.083,0.239,0.157,0.527,0.057,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,6620062.0
188,Kris Humphries,21.0,205.74,106.59412,1,14,62,3.0,2.5,0.5,-10.5,0.102,0.1969999999999999,0.192,0.406,0.09,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1592400.0
189,Kobe Bryant,27.0,198.12,99.79024,1,13,80,35.4,5.3,4.5,4.7,0.026,0.127,0.384,0.5589999999999999,0.228,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15946875.0
190,Kirk Snyder,23.0,198.12,102.0582,1,16,68,8.0,2.4,1.5,1.0,0.05,0.098,0.209,0.537,0.13,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1437240.0
191,Kirk Hinrich,25.0,190.5,86.18248,1,7,81,15.9,3.6,6.3,0.5,0.011,0.1,0.215,0.528,0.289,2006,71839551,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2513880.0
192,Keyon Dooling,26.0,190.5,88.45044,1,10,50,9.4,1.6,2.2,2.6,0.013,0.067,0.2269999999999999,0.513,0.166,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3100000.0
193,Kevin Ollie,33.0,187.96,88.45044,3,61,70,2.7,1.4,1.4,-7.9,0.0139999999999999,0.0969999999999999,0.099,0.491,0.154,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2950200.0
194,Kevin Martin,23.0,200.66,83.91452,1,26,72,10.8,3.6,1.3,0.8,0.036,0.122,0.172,0.604,0.085,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,937440.0
195,Kevin Garnett,30.0,210.82,99.79024,1,5,76,21.8,12.7,4.1,0.8,0.092,0.296,0.256,0.589,0.1939999999999999,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,18000000.0
196,Kevin Burleson,27.0,190.5,92.98636,3,61,39,1.8,0.7,1.2,-0.9,0.013,0.081,0.159,0.367,0.242,2006,71839551,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398762.0
197,Kenyon Martin,28.0,205.74,108.86208,1,1,56,12.9,6.3,1.4,2.7,0.072,0.196,0.2189999999999999,0.5329999999999999,0.086,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10636364.0
198,Kenny Thomas,28.0,200.66,111.13004,1,22,82,9.1,7.5,2.0,-0.9,0.1009999999999999,0.215,0.165,0.539,0.122,2006,71839551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6500000.0
199,Kendrick Perkins,21.0,208.28,127.00576,1,27,68,5.2,5.9,1.0,-1.8,0.132,0.24,0.149,0.5479999999999999,0.081,2006,71839551,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,936480.0
